topic_1,topic_2,count
digital-humanities,guide,7
digital-humanities,knowledge-sharing,7
digital-humanities,wiki,7
digital-humanities,applied-data-analysis,5
digital-humanities,dhoxss,5
digital-humanities,corpus,8
digital-humanities,corpus,10
digital-humanities,corpus,7
digital-humanities,corpus,10
digital-humanities,corpus,6
digital-humanities,corpus,19
digital-humanities,corpus,6
digital-humanities,corpus,10
digital-humanities,corpus,4
digital-humanities,corpus,6
digital-humanities,corpus,13
digital-humanities,corpus,15
digital-humanities,corpus,7
digital-humanities,corpus,17
digital-humanities,corpus,3
digital-humanities,corpus,16
digital-humanities,corpus,14
digital-humanities,french,8
digital-humanities,french,9
digital-humanities,portuguese,8
digital-humanities,spanish,8
digital-humanities,spanish,4
digital-humanities,spanish,12
digital-humanities,spanish,5
digital-humanities,text-collection,8
digital-humanities,text-collection,10
digital-humanities,text-collection,10
digital-humanities,archeology,9
digital-humanities,heritage,9
digital-humanities,heritage,4
digital-humanities,nosql-database,9
digital-humanities,ontology,9
digital-humanities,ontology,7
digital-humanities,ontology,10
digital-humanities,ontology,2
digital-humanities,openapi,9
digital-humanities,oral-histories,9
digital-humanities,thesaurus,9
digital-humanities,thesaurus,9
digital-humanities,corpora,14
digital-humanities,corpora,8
digital-humanities,corpora,13
digital-humanities,corpora,15
digital-humanities,corpora,7
digital-humanities,corpora,6
digital-humanities,daffodil,14
digital-humanities,digital-linguistics,14
digital-humanities,digital-linguistics,8
digital-humanities,digital-linguistics,10
digital-humanities,digital-linguistics,8
digital-humanities,digital-linguistics,5
digital-humanities,digital-linguistics,8
digital-humanities,digital-linguistics,13
digital-humanities,digital-linguistics,7
digital-humanities,digital-linguistics,5
digital-humanities,digital-linguistics,15
digital-humanities,digital-linguistics,5
digital-humanities,digital-linguistics,8
digital-humanities,dlx,14
digital-humanities,dlx,8
digital-humanities,dlx,10
digital-humanities,dlx,8
digital-humanities,dlx,5
digital-humanities,dlx,8
digital-humanities,dlx,13
digital-humanities,dlx,7
digital-humanities,dlx,5
digital-humanities,dlx,15
digital-humanities,dlx,5
digital-humanities,dlx,8
digital-humanities,dlx-format,14
digital-humanities,json-schema,14
digital-humanities,json-schema,3
digital-humanities,json-schema,7
digital-humanities,language,14
digital-humanities,language,4
digital-humanities,language,10
digital-humanities,language,8
digital-humanities,language,13
digital-humanities,language,5
digital-humanities,language,15
digital-humanities,language,5
digital-humanities,languages,14
digital-humanities,languages,15
digital-humanities,linguistics,14
digital-humanities,linguistics,19
digital-humanities,linguistics,8
digital-humanities,linguistics,8
digital-humanities,linguistics,10
digital-humanities,linguistics,8
digital-humanities,linguistics,5
digital-humanities,linguistics,8
digital-humanities,linguistics,13
digital-humanities,linguistics,13
digital-humanities,linguistics,7
digital-humanities,linguistics,5
digital-humanities,linguistics,15
digital-humanities,linguistics,5
digital-humanities,linguistics,5
digital-humanities,linguistics,7
digital-humanities,linguistics,4
digital-humanities,linguistics,17
digital-humanities,linguistics,7
digital-humanities,linguistics,4
digital-humanities,linguistics,12
digital-humanities,natural-language,14
digital-humanities,schema,14
digital-humanities,beginners,11
digital-humanities,beginners,11
digital-humanities,beginners,8
digital-humanities,cambridge-uni,11
digital-humanities,intermediate,11
digital-humanities,intermediate,11
digital-humanities,spacy2,11
digital-humanities,teaching,11
digital-humanities,teaching,11
digital-humanities,teaching,8
digital-humanities,text-mining,11
digital-humanities,text-mining,11
digital-humanities,text-mining,8
digital-humanities,text-mining,8
digital-humanities,text-mining,10
digital-humanities,text-mining,15
digital-humanities,text-mining,8
digital-humanities,text-mining,7
digital-humanities,text-mining,3
digital-humanities,text-mining,5
digital-humanities,text-mining,6
digital-humanities,text-mining,7
digital-humanities,text-mining,13
digital-humanities,text-mining,8
digital-humanities,text-mining,11
digital-humanities,etymology,5
digital-humanities,wikimedia,5
digital-humanities,wiktionary,5
digital-humanities,law,5
digital-humanities,law,7
digital-humanities,legal-history,5
digital-humanities,alto,12
digital-humanities,alto-xml,12
digital-humanities,basex,12
digital-humanities,digital-libraries,12
digital-humanities,digital-libraries,7
digital-humanities,digital-library,12
digital-humanities,digital-library,8
digital-humanities,metadata,12
digital-humanities,metadata,10
digital-humanities,metadata,9
digital-humanities,metadata,9
digital-humanities,metadata,11
digital-humanities,metadata,3
digital-humanities,metadata,4
digital-humanities,metadata,13
digital-humanities,metadata,16
digital-humanities,mets-xml,12
digital-humanities,ocr,12
digital-humanities,ocr,8
digital-humanities,ocr,10
digital-humanities,ocr,11
digital-humanities,ocr,8
digital-humanities,ocr,11
digital-humanities,ocr,6
digital-humanities,ocr,5
digital-humanities,ocr,8
digital-humanities,ocr,14
digital-humanities,perl-script,12
digital-humanities,cambridge-university,11
digital-humanities,cambridge-university,8
digital-humanities,cambridge-university,8
digital-humanities,nltk,11
digital-humanities,nltk,8
digital-humanities,nltk,8
digital-humanities,nltk,3
digital-humanities,nltk,7
digital-humanities,nltk,8
digital-humanities,nltk,6
digital-humanities,deep-learning,8
digital-humanities,deep-learning,5
digital-humanities,deep-learning,11
digital-humanities,deep-learning,9
digital-humanities,deep-learning,8
digital-humanities,fastai,8
digital-humanities,fastai-course,8
digital-humanities,glam,8
digital-humanities,glam,11
digital-humanities,glam,5
digital-humanities,study-group,8
digital-humanities,digital-music-edition,3
digital-humanities,digital-music-edition,6
digital-humanities,rdf,3
digital-humanities,rdf,9
digital-humanities,rdf,7
digital-humanities,rdf,11
digital-humanities,rdf,10
digital-humanities,rdf,8
digital-humanities,rdf,9
digital-humanities,rdf,8
digital-humanities,rdf,4
digital-humanities,rdf,7
digital-humanities,bible,4
digital-humanities,geodata,4
digital-humanities,geography,4
digital-humanities,scholarly-communications,4
digital-humanities,scientific-visualization,4
digital-humanities,workshop-series,4
digital-humanities,community-driven,11
digital-humanities,community-driven,18
digital-humanities,community-driven,7
digital-humanities,community-peer-review,11
digital-humanities,composition,11
digital-humanities,creative-writing,11
digital-humanities,digital-art,11
digital-humanities,digital-lit-mag,11
digital-humanities,loyola-university-chicago,11
digital-humanities,loyola-university-chicago,7
digital-humanities,mag,11
digital-humanities,magazine,11
digital-humanities,newspaper-clippings,9
digital-humanities,newspaper-collections,9
digital-humanities,nlp-notebooks,9
digital-humanities,shannon,9
digital-humanities,similarity,9
digital-humanities,text-classification,9
digital-humanities,text-classification,9
digital-humanities,dialect,12
digital-humanities,dialect-adaptation,12
digital-humanities,dialect-generation,12
digital-humanities,dialects,12
digital-humanities,finnish,12
digital-humanities,finnish-language,12
digital-humanities,nlp,12
digital-humanities,nlp,15
digital-humanities,nlp,11
digital-humanities,nlp,3
digital-humanities,nlp,6
digital-humanities,nlp,4
digital-humanities,nlp,8
digital-humanities,nlp,8
digital-humanities,nlp,9
digital-humanities,nlp,6
digital-humanities,nlp,3
digital-humanities,nlp,3
digital-humanities,nlp,5
digital-humanities,nlp,6
digital-humanities,nlp,3
digital-humanities,nlp,7
digital-humanities,nlp,6
digital-humanities,nlp,6
digital-humanities,nlp,5
digital-humanities,nlp,8
digital-humanities,nlp,11
digital-humanities,nlp,14
digital-humanities,normalization,12
digital-humanities,swedish,12
digital-humanities,convolutional-neural-networks,5
digital-humanities,transfer-learning,5
digital-humanities,transfer-learning,4
digital-humanities,electron-app,10
digital-humanities,exif,10
digital-humanities,expressjs,10
digital-humanities,mxgraph,10
digital-humanities,neo4j,10
digital-humanities,neo4j,7
digital-humanities,neo4j,4
digital-humanities,quantitative-analysis,10
digital-humanities,digital,8
digital-humanities,digital,6
digital-humanities,digital,9
digital-humanities,digital,4
digital-humanities,digital,14
digital-humanities,digital,7
digital-humanities,digital,5
digital-humanities,digital,7
digital-humanities,primary-sources,8
digital-humanities,time,8
digital-humanities,datavisualization,8
digital-humanities,datavisualization,3
digital-humanities,digitalhumanities,8
digital-humanities,digitalhumanities,5
digital-humanities,digitalhumanities,18
digital-humanities,digitalhumanities,3
digital-humanities,digitalhumanities,5
digital-humanities,digitalhumanities,5
digital-humanities,digitalhumanities,4
digital-humanities,league-of-nations,8
digital-humanities,network-visualization,8
digital-humanities,socialnetworkanalysis,8
digital-humanities,audio,13
digital-humanities,audio,7
digital-humanities,audio,14
digital-humanities,caqdas,13
digital-humanities,electron,13
digital-humanities,pouchdb,13
digital-humanities,redux,13
digital-humanities,rich-media,13
digital-humanities,tagging,13
digital-humanities,tagging,9
digital-humanities,transcription,13
digital-humanities,transcription,4
digital-humanities,transcription,9
digital-humanities,transcription,13
digital-humanities,transcription,4
digital-humanities,transcription,6
digital-humanities,video,13
digital-humanities,video,20
digital-humanities,video,6
digital-humanities,video,14
digital-humanities,drama,6
digital-humanities,drama,6
digital-humanities,drama,6
digital-humanities,drama,3
digital-humanities,drama,16
digital-humanities,dramatic-texts,6
digital-humanities,dramatic-texts,6
digital-humanities,dramatic-texts,6
digital-humanities,dramatic-texts,5
digital-humanities,statistics,6
digital-humanities,statistics,4
digital-humanities,statistics,5
digital-humanities,annotation,7
digital-humanities,annotation,7
digital-humanities,annotation,5
digital-humanities,annotation,9
digital-humanities,annotation,14
digital-humanities,annotation,10
digital-humanities,annotation,7
digital-humanities,fragments,7
digital-humanities,highlight,7
digital-humanities,protocol,7
digital-humanities,viewpoint,7
digital-humanities,jupyter-notebook,8
digital-humanities,jupyter-notebook,5
digital-humanities,jupyter-notebook,6
